game_id,season,week,team,opponent,points,home_flag,posteam,drives
2020_03_GB_NO,2020,3,GB,NO,37.0,0,GB,11
2020_03_HOU_PIT,2020,3,PIT,HOU,28.0,1,PIT,11
2020_03_HOU_PIT,2020,3,HOU,PIT,21.0,0,HOU,10
2020_03_KC_BAL,2020,3,BAL,KC,20.0,1,BAL,11
2020_03_KC_BAL,2020,3,KC,BAL,34.0,0,KC,10
2020_03_LA_BUF,2020,3,BUF,LA,35.0,1,BUF,9
2020_03_LA_BUF,2020,3,LA,BUF,32.0,0,LA,10
2020_03_LV_NE,2020,3,NE,LV,36.0,1,NE,11
2020_03_LV_NE,2020,3,LV,NE,20.0,0,LV,11
2020_03_MIA_JAX,2020,3,JAX,MIA,13.0,1,JAX,10
2020_03_MIA_JAX,2020,3,MIA,JAX,31.0,0,MIA,10
2020_03_NYJ_IND,2020,3,IND,NYJ,36.0,1,IND,10
2020_03_NYJ_IND,2020,3,NYJ,IND,7.0,0,NYJ,11
2020_03_SF_NYG,2020,3,NYG,SF,9.0,1,NYG,9
2020_03_SF_NYG,2020,3,SF,NYG,36.0,0,SF,9
2020_03_TB_DEN,2020,3,DEN,TB,10.0,1,DEN,11
2020_03_TB_DEN,2020,3,TB,DEN,28.0,0,TB,12
2020_03_TEN_MIN,2020,3,MIN,TEN,30.0,1,MIN,13
2020_03_TEN_MIN,2020,3,TEN,MIN,31.0,0,TEN,13
2020_03_WAS_CLE,2020,3,CLE,WAS,34.0,1,CLE,11
2020_03_WAS_CLE,2020,3,WAS,CLE,20.0,0,WAS,12
2020_04_ARI_CAR,2020,4,CAR,ARI,31.0,1,CAR,10
2020_04_ARI_CAR,2020,4,ARI,CAR,21.0,0,ARI,9
2020_04_ATL_GB,2020,4,GB,ATL,30.0,1,GB,9
2020_04_ATL_GB,2020,4,ATL,GB,16.0,0,ATL,9
2020_04_BAL_WAS,2020,4,WAS,BAL,17.0,1,WAS,11
2020_04_BAL_WAS,2020,4,BAL,WAS,31.0,0,BAL,11
2020_04_BUF_LV,2020,4,LV,BUF,23.0,1,LV,9
2020_04_BUF_LV,2020,4,BUF,LV,30.0,0,BUF,10
2020_04_CLE_DAL,2020,4,DAL,CLE,38.0,1,DAL,12
2020_04_CLE_DAL,2020,4,CLE,DAL,49.0,0,CLE,13
2020_04_DEN_NYJ,2020,4,NYJ,DEN,28.0,1,NYJ,12
2020_04_DEN_NYJ,2020,4,DEN,NYJ,37.0,0,DEN,13
2020_04_IND_CHI,2020,4,CHI,IND,11.0,1,CHI,11
2020_04_IND_CHI,2020,4,IND,CHI,19.0,0,IND,11
2020_04_JAX_CIN,2020,4,CIN,JAX,33.0,1,CIN,11
2020_04_JAX_CIN,2020,4,JAX,CIN,25.0,0,JAX,10
2020_04_LAC_TB,2020,4,TB,LAC,38.0,1,TB,12
2020_04_LAC_TB,2020,4,LAC,TB,31.0,0,LAC,11
2020_04_MIN_HOU,2020,4,HOU,MIN,23.0,1,HOU,10
2020_04_MIN_HOU,2020,4,MIN,HOU,31.0,0,MIN,12
2020_04_NE_KC,2020,4,KC,NE,26.0,1,KC,10
2020_04_NE_KC,2020,4,NE,KC,10.0,0,NE,11
2020_04_NO_DET,2020,4,DET,NO,29.0,1,DET,9
2020_04_NO_DET,2020,4,NO,DET,35.0,0,NO,9
2020_04_NYG_LA,2020,4,LA,NYG,17.0,1,LA,10
2020_04_NYG_LA,2020,4,NYG,LA,9.0,0,NYG,10
2020_04_PHI_SF,2020,4,SF,PHI,20.0,1,SF,12
2020_04_PHI_SF,2020,4,PHI,SF,25.0,0,PHI,10
2020_04_SEA_MIA,2020,4,MIA,SEA,23.0,1,MIA,10
2020_04_SEA_MIA,2020,4,SEA,MIA,31.0,0,SEA,11
2020_05_ARI_NYJ,2020,5,NYJ,ARI,10.0,1,NYJ,11
2020_05_ARI_NYJ,2020,5,ARI,NYJ,30.0,0,ARI,11
2020_05_BUF_TEN,2020,5,TEN,BUF,42.0,1,TEN,9
2020_05_BUF_TEN,2020,5,BUF,TEN,16.0,0,BUF,10
2020_05_CAR_ATL,2020,5,ATL,CAR,16.0,1,ATL,9
2020_05_CAR_ATL,2020,5,CAR,ATL,23.0,0,CAR,9
2020_05_CIN_BAL,2020,5,BAL,CIN,27.0,1,BAL,12
2020_05_CIN_BAL,2020,5,CIN,BAL,3.0,0,CIN,12
2020_05_IND_CLE,2020,5,CLE,IND,32.0,1,CLE,9
2020_05_IND_CLE,2020,5,IND,CLE,23.0,0,IND,11
2020_05_JAX_HOU,2020,5,HOU,JAX,30.0,1,HOU,10
2020_05_JAX_HOU,2020,5,JAX,HOU,14.0,0,JAX,10
2020_05_LAC_NO,2020,5,NO,LAC,30.0,1,NO,13
2020_05_LAC_NO,2020,5,LAC,NO,27.0,0,LAC,14
2020_05_LA_WAS,2020,5,WAS,LA,10.0,1,WAS,13
2020_05_LA_WAS,2020,5,LA,WAS,30.0,0,LA,13
2020_05_LV_KC,2020,5,KC,LV,32.0,1,KC,11
2020_05_LV_KC,2020,5,LV,KC,40.0,0,LV,12
2020_05_MIA_SF,2020,5,SF,MIA,17.0,1,SF,11
2020_05_MIA_SF,2020,5,MIA,SF,43.0,0,MIA,12
2020_05_MIN_SEA,2020,5,SEA,MIN,27.0,1,SEA,11
2020_05_MIN_SEA,2020,5,MIN,SEA,26.0,0,MIN,11
2020_05_NYG_DAL,2020,5,DAL,NYG,37.0,1,DAL,10
2020_05_NYG_DAL,2020,5,NYG,DAL,34.0,0,NYG,10
2020_05_PHI_PIT,2020,5,PIT,PHI,38.0,1,PIT,10
2020_05_PHI_PIT,2020,5,PHI,PIT,29.0,0,PHI,10
2020_05_TB_CHI,2020,5,CHI,TB,20.0,1,CHI,11
2020_05_TB_CHI,2020,5,TB,CHI,19.0,0,TB,11
2020_06_ARI_DAL,2020,6,DAL,ARI,10.0,1,DAL,11
2020_06_ARI_DAL,2020,6,ARI,DAL,38.0,0,ARI,11
2020_06_ATL_MIN,2020,6,MIN,ATL,23.0,1,MIN,12
2020_06_ATL_MIN,2020,6,ATL,MIN,40.0,0,ATL,12
2020_06_BAL_PHI,2020,6,PHI,BAL,28.0,1,PHI,14
2020_06_BAL_PHI,2020,6,BAL,PHI,30.0,0,BAL,15
2020_06_CHI_CAR,2020,6,CAR,CHI,16.0,1,CAR,11
2020_06_CHI_CAR,2020,6,CHI,CAR,23.0,0,CHI,11
2020_06_CIN_IND,2020,6,IND,CIN,31.0,1,IND,11
2020_06_CIN_IND,2020,6,CIN,IND,27.0,0,CIN,11
2020_06_CLE_PIT,2020,6,PIT,CLE,38.0,1,PIT,12
2020_06_CLE_PIT,2020,6,CLE,PIT,7.0,0,CLE,12
2020_06_DEN_NE,2020,6,NE,DEN,12.0,1,NE,11
2020_06_DEN_NE,2020,6,DEN,NE,18.0,0,DEN,11
2020_06_DET_JAX,2020,6,JAX,DET,16.0,1,JAX,11
2020_06_DET_JAX,2020,6,DET,JAX,34.0,0,DET,11
2020_06_GB_TB,2020,6,TB,GB,38.0,1,TB,11
2020_06_GB_TB,2020,6,GB,TB,10.0,0,GB,12
2020_06_HOU_TEN,2020,6,TEN,HOU,42.0,1,TEN,11
2020_06_HOU_TEN,2020,6,HOU,TEN,36.0,0,HOU,11
2020_06_KC_BUF,2020,6,BUF,KC,17.0,1,BUF,9
2020_06_KC_BUF,2020,6,KC,BUF,26.0,0,KC,9
2020_06_LA_SF,2020,6,SF,LA,24.0,1,SF,11
2020_06_LA_SF,2020,6,LA,SF,16.0,0,LA,10
2020_06_NYJ_MIA,2020,6,MIA,NYJ,24.0,1,MIA,14
2020_06_NYJ_MIA,2020,6,NYJ,MIA,0.0,0,NYJ,14
2020_06_WAS_NYG,2020,6,NYG,WAS,20.0,1,NYG,8
2020_06_WAS_NYG,2020,6,WAS,NYG,19.0,0,WAS,8
2020_07_BUF_NYJ,2020,7,NYJ,BUF,10.0,1,NYJ,9
2020_07_BUF_NYJ,2020,7,BUF,NYJ,18.0,0,BUF,10
2020_07_CAR_NO,2020,7,NO,CAR,27.0,1,NO,7
2020_07_CAR_NO,2020,7,CAR,NO,24.0,0,CAR,7
2020_07_CHI_LA,2020,7,LA,CHI,24.0,1,LA,13
2020_07_CHI_LA,2020,7,CHI,LA,10.0,0,CHI,11
2020_07_CLE_CIN,2020,7,CIN,CLE,34.0,1,CIN,9
2020_07_CLE_CIN,2020,7,CLE,CIN,37.0,0,CLE,9
2020_07_DAL_WAS,2020,7,WAS,DAL,25.0,1,WAS,10
2020_07_DAL_WAS,2020,7,DAL,WAS,3.0,0,DAL,9
2020_07_DET_ATL,2020,7,ATL,DET,22.0,1,ATL,9
2020_07_DET_ATL,2020,7,DET,ATL,23.0,0,DET,10
